id,mobile_plan,accept
11396.0,DATACALL,1.0
12281.0,SOCIALMEDIAGOLD,0.0
1237.0,SOCIALMEDIA,1.0
13364.0,SOCIALMEDIA,1.0
13644.0,SOCIALMEDIA,1.0
13098.0,DATASILVER,1.0
5096.0,DATASILVER,1.0
4311.0,SOCIALMEDIAGOLD,1.0
4642.0,SOCIALMEDIA,1.0
16360.0,DATACALL,1.0
4849.0,SOCIALMEDIA,1.0
1395.0,DATAGOLD,1.0
4739.0,SOCIALMEDIAGOLD,1.0
8103.0,SOCIALMEDIA,1.0
8392.0,SOCIALMEDIAGOLD,1.0
1253.0,DATASILVER,0.0
5299.0,DATASILVER,1.0
3843.0,DATAGOLD,1.0
19459.0,DATAGOLD,1.0
15993.0,SOCIALMEDIAGOLD,1.0
15491.0,DATASILVER,1.0
5248.0,SOCIALMEDIA,1.0
19988.0,SOCIALMEDIA,1.0
6980.0,SOCIALMEDIA,1.0
16088.0,SOCIALMEDIA,1.0
2085.0,SOCIALMEDIA,1.0
18315.0,DATASILVER,1.0
8214.0,SOCIALMEDIA,1.0
6121.0,DATASILVER,1.0
12463.0,DATASILVER,1.0
3623.0,DATASILVER,0.0
17411.0,DATAGOLD,1.0
6550.0,DATASILVER,1.0
14405.0,DATASILVER,1.0
12257.0,SOCIALMEDIA,0.0
12514.0,SOCIALMEDIAGOLD,0.0
5589.0,SOCIALMEDIA,1.0
11052.0,SOCIALMEDIA,1.0
5479.0,DATASILVER,1.0
2441.0,SOCIALMEDIAGOLD,1.0
14991.0,SOCIALMEDIA,1.0
5082.0,DATAGOLD,1.0
8845.0,SOCIALMEDIA,1.0
18272.0,DATACALL,0.0
13010.0,DATAGOLD,1.0
6954.0,DATACALL,1.0
16487.0,SOCIALMEDIAGOLD,1.0
11248.0,DATASILVER,0.0
14972.0,DATASILVER,1.0
12428.0,SOCIALMEDIA,1.0
11315.0,SOCIALMEDIA,1.0
12124.0,SOCIALMEDIA,1.0
1339.0,DATASILVER,0.0
11837.0,SOCIALMEDIAGOLD,1.0
16493.0,SOCIALMEDIAGOLD,1.0
19005.0,DATACALL,1.0
11976.0,DATAGOLD,1.0
6600.0,SOCIALMEDIAGOLD,1.0
1602.0,DATASILVER,0.0
2827.0,SOCIALMEDIA,1.0
1114.0,SOCIALMEDIA,1.0
15293.0,SOCIALMEDIAGOLD,1.0
15998.0,SOCIALMEDIAGOLD,1.0
11773.0,SOCIALMEDIA,0.0
5311.0,SOCIALMEDIAGOLD,0.0
14884.0,DATASILVER,1.0
12706.0,DATASILVER,1.0
13735.0,DATACALL,1.0
15585.0,SOCIALMEDIAGOLD,1.0
19793.0,DATASILVER,1.0
4708.0,DATASILVER,1.0
16058.0,SOCIALMEDIAGOLD,0.0
14158.0,DATACALL,1.0
17243.0,DATACALL,1.0
17159.0,DATAGOLD,1.0
4254.0,DATASILVER,1.0
11627.0,DATASILVER,0.0
1174.0,SOCIALMEDIA,1.0
9041.0,SOCIALMEDIAGOLD,1.0
17945.0,DATASILVER,1.0
8294.0,SOCIALMEDIAGOLD,1.0
8011.0,SOCIALMEDIA,1.0
10316.0,DATAGOLD,0.0
13880.0,SOCIALMEDIA,1.0
8582.0,DATASILVER,0.0
18339.0,DATACALL,1.0
14300.0,SOCIALMEDIA,1.0
15857.0,DATACALL,0.0
14576.0,DATAGOLD,1.0
5509.0,SOCIALMEDIAGOLD,1.0
15043.0,DATASILVER,1.0
14444.0,SOCIALMEDIA,1.0
14648.0,DATACALL,1.0
3377.0,SOCIALMEDIA,0.0
2189.0,SOCIALMEDIA,1.0
3035.0,DATASILVER,1.0
18773.0,SOCIALMEDIAGOLD,1.0
12765.0,DATAGOLD,1.0
17404.0,SOCIALMEDIA,0.0
2495.0,DATACALL,1.0
9118.0,DATAGOLD,1.0
2694.0,DATASILVER,1.0
6205.0,DATASILVER,1.0
17630.0,SOCIALMEDIAGOLD,0.0
8455.0,SOCIALMEDIA,1.0
16712.0,SOCIALMEDIA,1.0
9382.0,SOCIALMEDIA,1.0
9378.0,DATASILVER,1.0
9136.0,DATASILVER,1.0
3717.0,SOCIALMEDIA,1.0
17422.0,SOCIALMEDIAGOLD,1.0
8380.0,SOCIALMEDIA,1.0
8849.0,DATACALL,1.0
16257.0,DATAGOLD,1.0
10529.0,SOCIALMEDIA,1.0
19930.0,DATAGOLD,1.0
11998.0,SOCIALMEDIAGOLD,0.0
13913.0,DATASILVER,1.0
18718.0,SOCIALMEDIA,1.0
14469.0,DATASILVER,0.0
9546.0,SOCIALMEDIA,0.0
2128.0,SOCIALMEDIAGOLD,1.0
1449.0,SOCIALMEDIA,1.0
3388.0,SOCIALMEDIA,1.0
11095.0,SOCIALMEDIA,0.0
14474.0,DATASILVER,0.0
12966.0,SOCIALMEDIA,0.0
14392.0,DATASILVER,1.0
17439.0,SOCIALMEDIA,1.0
2753.0,SOCIALMEDIAGOLD,1.0
8093.0,SOCIALMEDIA,1.0
13702.0,SOCIALMEDIA,1.0
16118.0,SOCIALMEDIAGOLD,1.0
7823.0,DATASILVER,1.0
11260.0,SOCIALMEDIA,1.0
14904.0,DATASILVER,1.0
19235.0,SOCIALMEDIA,1.0
15944.0,DATASILVER,1.0
16732.0,SOCIALMEDIAGOLD,0.0
8976.0,DATAGOLD,1.0
19769.0,DATASILVER,1.0
12834.0,DATAGOLD,1.0
11960.0,SOCIALMEDIAGOLD,1.0
9114.0,DATASILVER,1.0
4743.0,DATASILVER,1.0
8344.0,SOCIALMEDIA,1.0
1524.0,SOCIALMEDIA,1.0
12924.0,DATASILVER,1.0
9624.0,SOCIALMEDIA,1.0
19710.0,SOCIALMEDIAGOLD,1.0
18820.0,SOCIALMEDIA,0.0
5323.0,SOCIALMEDIA,1.0
15791.0,DATASILVER,1.0
15442.0,SOCIALMEDIAGOLD,1.0
19099.0,DATACALL,0.0
9564.0,DATASILVER,1.0
12292.0,DATASILVER,1.0
12167.0,DATACALL,1.0
18911.0,DATAGOLD,1.0
14819.0,SOCIALMEDIA,1.0
9354.0,DATACALL,1.0
4044.0,DATAGOLD,0.0
7971.0,SOCIALMEDIAGOLD,1.0
7418.0,DATASILVER,1.0
7082.0,DATASILVER,1.0
10365.0,SOCIALMEDIA,1.0
16507.0,DATASILVER,1.0
1254.0,DATASILVER,1.0
4600.0,SOCIALMEDIAGOLD,1.0
11669.0,DATAGOLD,1.0
19304.0,DATAGOLD,0.0
5980.0,DATASILVER,1.0
4256.0,DATASILVER,1.0
7912.0,SOCIALMEDIA,1.0
2947.0,DATACALL,1.0
11719.0,SOCIALMEDIA,0.0
14919.0,SOCIALMEDIA,0.0
9423.0,SOCIALMEDIA,0.0
15867.0,DATASILVER,1.0
1806.0,SOCIALMEDIA,1.0
2716.0,SOCIALMEDIA,1.0
1417.0,SOCIALMEDIAGOLD,0.0
6228.0,SOCIALMEDIA,0.0
2120.0,DATACALL,1.0
18101.0,DATAGOLD,1.0
12476.0,SOCIALMEDIA,1.0
15197.0,SOCIALMEDIA,1.0
7393.0,DATACALL,1.0
5782.0,DATASILVER,0.0
6596.0,SOCIALMEDIA,1.0
6754.0,DATASILVER,1.0
11570.0,DATACALL,0.0
18332.0,DATASILVER,1.0
2184.0,DATASILVER,1.0
17786.0,SOCIALMEDIAGOLD,1.0
5342.0,DATACALL,0.0
12926.0,DATAGOLD,0.0
7669.0,SOCIALMEDIAGOLD,1.0
15276.0,DATASILVER,1.0
8051.0,DATASILVER,1.0
6725.0,SOCIALMEDIA,1.0
10426.0,SOCIALMEDIA,1.0
13356.0,SOCIALMEDIA,1.0
19745.0,DATASILVER,1.0
15078.0,SOCIALMEDIAGOLD,1.0
11842.0,DATASILVER,0.0
9543.0,SOCIALMEDIAGOLD,1.0
5609.0,DATASILVER,1.0
14096.0,DATASILVER,0.0
1739.0,SOCIALMEDIA,1.0
4202.0,SOCIALMEDIA,1.0
5307.0,DATASILVER,1.0
9352.0,SOCIALMEDIA,1.0
2558.0,DATASILVER,1.0
11673.0,DATACALL,1.0
2266.0,SOCIALMEDIA,0.0
5030.0,DATASILVER,1.0
12047.0,DATASILVER,1.0
10442.0,SOCIALMEDIA,1.0
6917.0,SOCIALMEDIA,1.0
3654.0,DATACALL,1.0
8612.0,DATAGOLD,1.0
5253.0,DATASILVER,1.0
17597.0,DATASILVER,1.0
3615.0,SOCIALMEDIAGOLD,0.0
1529.0,DATASILVER,0.0
1487.0,SOCIALMEDIAGOLD,0.0
8479.0,DATAGOLD,1.0
17781.0,DATACALL,1.0
14622.0,DATASILVER,0.0
6478.0,DATACALL,1.0
9646.0,DATACALL,1.0
2319.0,DATAGOLD,0.0
19678.0,DATACALL,1.0
16268.0,DATAGOLD,1.0
5594.0,SOCIALMEDIAGOLD,1.0
12700.0,DATASILVER,1.0
15733.0,DATASILVER,1.0
19632.0,SOCIALMEDIA,0.0
12443.0,SOCIALMEDIAGOLD,1.0
1503.0,DATASILVER,1.0
5450.0,SOCIALMEDIAGOLD,1.0
18927.0,DATASILVER,1.0
14688.0,SOCIALMEDIAGOLD,0.0
10183.0,DATASILVER,1.0
6808.0,DATASILVER,1.0
11369.0,DATACALL,1.0
10168.0,DATASILVER,1.0
4500.0,DATASILVER,1.0
19910.0,SOCIALMEDIAGOLD,1.0
6157.0,DATASILVER,1.0
11574.0,SOCIALMEDIAGOLD,1.0
12815.0,DATAGOLD,1.0
10082.0,DATASILVER,0.0
19804.0,DATACALL,1.0
5021.0,DATACALL,1.0
17139.0,DATAGOLD,1.0
19550.0,DATACALL,0.0
16479.0,DATAGOLD,1.0
1985.0,SOCIALMEDIAGOLD,1.0
11004.0,DATASILVER,0.0
5657.0,DATASILVER,1.0
12817.0,SOCIALMEDIA,1.0
11873.0,DATACALL,0.0
3034.0,DATASILVER,1.0
4454.0,DATASILVER,1.0
2726.0,SOCIALMEDIAGOLD,1.0
9936.0,SOCIALMEDIA,1.0
4320.0,DATACALL,1.0
14384.0,DATAGOLD,1.0
8009.0,SOCIALMEDIA,1.0
10277.0,SOCIALMEDIA,1.0
15118.0,DATAGOLD,1.0
17318.0,DATASILVER,0.0
2885.0,SOCIALMEDIA,1.0
3225.0,SOCIALMEDIA,1.0
7680.0,SOCIALMEDIAGOLD,1.0
13960.0,SOCIALMEDIA,1.0
18690.0,SOCIALMEDIA,1.0
16976.0,DATASILVER,1.0
3902.0,SOCIALMEDIA,1.0
7335.0,DATAGOLD,0.0
18276.0,SOCIALMEDIA,1.0
3914.0,DATACALL,0.0
9768.0,DATACALL,1.0
6560.0,SOCIALMEDIAGOLD,1.0
5223.0,DATASILVER,1.0
14081.0,SOCIALMEDIA,1.0
14795.0,DATACALL,0.0
16259.0,SOCIALMEDIA,1.0
13134.0,SOCIALMEDIA,1.0
16347.0,SOCIALMEDIA,1.0
10988.0,DATASILVER,1.0
6567.0,DATASILVER,1.0
18124.0,SOCIALMEDIA,1.0
13457.0,SOCIALMEDIAGOLD,1.0
14794.0,DATACALL,1.0
9733.0,DATAGOLD,1.0
10017.0,SOCIALMEDIA,0.0
15486.0,DATACALL,1.0
3170.0,SOCIALMEDIAGOLD,1.0
15985.0,DATASILVER,1.0
1004.0,DATASILVER,0.0
4987.0,SOCIALMEDIA,0.0
18689.0,SOCIALMEDIAGOLD,1.0
14691.0,DATASILVER,1.0
16125.0,DATACALL,0.0
2300.0,DATACALL,0.0
12628.0,SOCIALMEDIAGOLD,0.0
8806.0,DATASILVER,1.0
11054.0,DATASILVER,1.0
19657.0,SOCIALMEDIA,1.0
12382.0,SOCIALMEDIAGOLD,1.0
8540.0,SOCIALMEDIA,1.0
2475.0,SOCIALMEDIA,1.0
2510.0,DATASILVER,1.0
13079.0,DATASILVER,1.0
14398.0,SOCIALMEDIAGOLD,0.0
2509.0,DATASILVER,1.0
14963.0,DATASILVER,0.0
15671.0,DATACALL,1.0
9281.0,DATAGOLD,1.0
3716.0,SOCIALMEDIA,1.0
4064.0,DATAGOLD,1.0
16146.0,SOCIALMEDIAGOLD,1.0
15517.0,DATASILVER,1.0
4247.0,SOCIALMEDIA,1.0
2496.0,SOCIALMEDIAGOLD,1.0
14463.0,SOCIALMEDIA,1.0
13728.0,SOCIALMEDIA,1.0
2135.0,DATASILVER,0.0
18093.0,SOCIALMEDIAGOLD,1.0
6352.0,DATACALL,1.0
13863.0,DATAGOLD,1.0
6482.0,SOCIALMEDIA,1.0
18075.0,DATAGOLD,1.0
17340.0,SOCIALMEDIA,1.0
1692.0,DATASILVER,1.0
6267.0,DATACALL,1.0
7359.0,DATASILVER,1.0
10647.0,SOCIALMEDIAGOLD,1.0
13634.0,DATASILVER,1.0
5493.0,SOCIALMEDIAGOLD,1.0
10260.0,SOCIALMEDIA,1.0
7185.0,DATAGOLD,1.0
3837.0,SOCIALMEDIA,1.0
10540.0,DATASILVER,1.0
2839.0,DATACALL,1.0
19996.0,DATACALL,1.0
15466.0,DATACALL,0.0
1189.0,DATAGOLD,1.0
1658.0,SOCIALMEDIAGOLD,1.0
2212.0,DATASILVER,0.0
19109.0,DATASILVER,0.0
8551.0,SOCIALMEDIA,1.0
3260.0,SOCIALMEDIA,1.0
15498.0,SOCIALMEDIA,1.0
18004.0,SOCIALMEDIA,1.0
7141.0,DATASILVER,1.0
13173.0,DATASILVER,1.0
3728.0,SOCIALMEDIA,0.0
3328.0,SOCIALMEDIAGOLD,1.0
5905.0,DATAGOLD,1.0
16309.0,SOCIALMEDIA,1.0
5350.0,DATAGOLD,0.0
8148.0,SOCIALMEDIAGOLD,1.0
13857.0,DATASILVER,1.0
10750.0,DATASILVER,1.0
15559.0,SOCIALMEDIAGOLD,1.0
17426.0,SOCIALMEDIA,1.0
3621.0,SOCIALMEDIA,1.0
18111.0,DATASILVER,1.0
5497.0,SOCIALMEDIAGOLD,1.0
7818.0,DATASILVER,1.0
13322.0,SOCIALMEDIAGOLD,1.0
9092.0,DATASILVER,0.0
3446.0,SOCIALMEDIA,1.0
9988.0,DATAGOLD,1.0
12845.0,SOCIALMEDIA,1.0
6083.0,DATAGOLD,1.0
14235.0,SOCIALMEDIAGOLD,1.0
5230.0,DATASILVER,0.0
1747.0,SOCIALMEDIA,1.0
7383.0,DATASILVER,1.0
10090.0,SOCIALMEDIA,1.0
16408.0,DATASILVER,1.0
11655.0,DATASILVER,1.0
17423.0,SOCIALMEDIAGOLD,0.0
16325.0,DATACALL,1.0
3020.0,SOCIALMEDIA,1.0
5132.0,DATASILVER,1.0
11583.0,SOCIALMEDIA,1.0
14403.0,SOCIALMEDIA,1.0
3058.0,SOCIALMEDIA,1.0
9276.0,SOCIALMEDIA,1.0
10551.0,SOCIALMEDIA,0.0
9701.0,DATACALL,1.0
11876.0,DATACALL,0.0
14599.0,SOCIALMEDIA,1.0
4030.0,SOCIALMEDIAGOLD,0.0
1637.0,DATASILVER,1.0
16103.0,DATASILVER,1.0
10458.0,SOCIALMEDIAGOLD,1.0
8899.0,DATASILVER,0.0
8468.0,DATASILVER,0.0
17861.0,DATAGOLD,1.0
1105.0,SOCIALMEDIAGOLD,1.0
7273.0,DATASILVER,0.0
2777.0,SOCIALMEDIA,1.0
7104.0,DATASILVER,1.0
19010.0,SOCIALMEDIAGOLD,1.0
8459.0,DATASILVER,1.0
9130.0,DATASILVER,1.0
10213.0,SOCIALMEDIAGOLD,1.0
2044.0,DATASILVER,1.0
14268.0,DATASILVER,1.0
8086.0,DATASILVER,1.0
18318.0,SOCIALMEDIAGOLD,1.0
18704.0,SOCIALMEDIA,1.0
4658.0,DATACALL,1.0
18452.0,SOCIALMEDIA,0.0
8864.0,DATACALL,1.0
1471.0,SOCIALMEDIAGOLD,1.0
10310.0,DATASILVER,1.0
9067.0,SOCIALMEDIAGOLD,0.0
11392.0,DATASILVER,1.0
4006.0,SOCIALMEDIAGOLD,1.0
1240.0,DATASILVER,1.0
14933.0,DATASILVER,1.0
6029.0,DATASILVER,1.0
17522.0,SOCIALMEDIA,1.0
7405.0,DATASILVER,1.0
3298.0,SOCIALMEDIA,0.0
10830.0,DATAGOLD,1.0
4614.0,SOCIALMEDIA,1.0
18486.0,DATASILVER,0.0
6849.0,DATAGOLD,1.0
12938.0,SOCIALMEDIAGOLD,1.0
1453.0,DATASILVER,1.0
14724.0,DATASILVER,1.0
13678.0,SOCIALMEDIAGOLD,1.0
6451.0,DATASILVER,1.0
3130.0,SOCIALMEDIAGOLD,1.0
7225.0,DATASILVER,1.0
2446.0,SOCIALMEDIAGOLD,1.0
7798.0,DATASILVER,0.0
14025.0,DATASILVER,1.0
9617.0,DATAGOLD,1.0
8761.0,SOCIALMEDIA,1.0
16416.0,SOCIALMEDIAGOLD,0.0
11089.0,SOCIALMEDIA,1.0
15410.0,SOCIALMEDIAGOLD,0.0
18305.0,SOCIALMEDIAGOLD,1.0
10162.0,DATASILVER,1.0
5303.0,SOCIALMEDIA,1.0
6257.0,SOCIALMEDIA,1.0
6948.0,SOCIALMEDIA,1.0
5738.0,SOCIALMEDIA,1.0
13061.0,SOCIALMEDIA,1.0
18755.0,SOCIALMEDIA,1.0
12075.0,DATASILVER,0.0
10914.0,DATASILVER,0.0
7177.0,SOCIALMEDIAGOLD,1.0
6013.0,DATASILVER,0.0
19846.0,DATAGOLD,1.0
17998.0,DATASILVER,1.0
9204.0,SOCIALMEDIA,1.0
7262.0,DATAGOLD,1.0
19862.0,DATACALL,1.0
14697.0,DATASILVER,1.0
18967.0,DATACALL,1.0
17957.0,DATASILVER,0.0
17623.0,SOCIALMEDIAGOLD,0.0
13617.0,DATACALL,0.0
15171.0,DATASILVER,1.0
4887.0,DATASILVER,1.0
17707.0,DATACALL,0.0
18940.0,DATAGOLD,1.0
16588.0,SOCIALMEDIA,1.0
10400.0,DATACALL,0.0
5580.0,DATAGOLD,1.0
3580.0,SOCIALMEDIAGOLD,1.0
2208.0,DATASILVER,1.0
1678.0,SOCIALMEDIAGOLD,1.0
15030.0,DATASILVER,1.0
8507.0,SOCIALMEDIAGOLD,1.0
8810.0,SOCIALMEDIAGOLD,1.0
2766.0,DATACALL,0.0
6306.0,DATAGOLD,0.0
19651.0,DATACALL,1.0
2449.0,DATASILVER,1.0
9894.0,SOCIALMEDIA,1.0
18663.0,DATACALL,1.0
9236.0,SOCIALMEDIAGOLD,1.0
12216.0,SOCIALMEDIA,1.0
15876.0,SOCIALMEDIA,1.0
1424.0,SOCIALMEDIA,0.0
6790.0,DATASILVER,1.0
16313.0,SOCIALMEDIA,1.0
10582.0,DATASILVER,1.0
17974.0,SOCIALMEDIA,0.0
15084.0,SOCIALMEDIAGOLD,1.0
12107.0,SOCIALMEDIA,1.0
6659.0,DATACALL,1.0
11528.0,DATAGOLD,1.0
14931.0,DATAGOLD,0.0
14120.0,SOCIALMEDIAGOLD,0.0
6080.0,DATASILVER,1.0
16094.0,DATASILVER,1.0
6916.0,DATACALL,1.0
13904.0,SOCIALMEDIA,0.0
8287.0,SOCIALMEDIA,0.0
16453.0,DATASILVER,1.0
19152.0,DATASILVER,0.0
13893.0,SOCIALMEDIAGOLD,1.0
13996.0,SOCIALMEDIA,0.0
2518.0,SOCIALMEDIA,1.0
17833.0,SOCIALMEDIA,0.0
4616.0,DATASILVER,1.0
16120.0,DATASILVER,1.0
3176.0,SOCIALMEDIAGOLD,1.0
7223.0,SOCIALMEDIA,1.0
4495.0,DATASILVER,1.0
16164.0,DATASILVER,1.0
15393.0,SOCIALMEDIAGOLD,1.0
15018.0,SOCIALMEDIA,1.0
17298.0,DATASILVER,1.0
17794.0,DATASILVER,1.0
6979.0,SOCIALMEDIA,1.0
5790.0,SOCIALMEDIAGOLD,1.0
8618.0,SOCIALMEDIAGOLD,1.0
16380.0,DATAGOLD,0.0
12311.0,DATASILVER,1.0
3908.0,DATAGOLD,1.0
9437.0,SOCIALMEDIAGOLD,0.0
8911.0,DATASILVER,0.0
19735.0,DATASILVER,0.0
13062.0,SOCIALMEDIA,1.0
5998.0,SOCIALMEDIAGOLD,1.0
17930.0,SOCIALMEDIA,1.0
5583.0,SOCIALMEDIA,1.0
8969.0,DATASILVER,1.0
14173.0,SOCIALMEDIAGOLD,1.0
11905.0,SOCIALMEDIA,1.0
11417.0,SOCIALMEDIA,1.0
2704.0,DATASILVER,1.0
17450.0,SOCIALMEDIA,0.0
18875.0,SOCIALMEDIA,1.0
5813.0,DATASILVER,1.0
17712.0,SOCIALMEDIA,1.0
17614.0,SOCIALMEDIAGOLD,1.0
11787.0,SOCIALMEDIA,1.0
7731.0,DATASILVER,0.0
13895.0,DATASILVER,1.0
7563.0,SOCIALMEDIA,1.0
6767.0,DATAGOLD,1.0
13698.0,DATASILVER,1.0
10826.0,DATASILVER,1.0
1539.0,SOCIALMEDIA,1.0
7119.0,SOCIALMEDIAGOLD,1.0
14651.0,SOCIALMEDIA,1.0
2350.0,DATASILVER,1.0
6386.0,SOCIALMEDIA,1.0
7456.0,DATAGOLD,0.0
9371.0,DATACALL,1.0
7893.0,SOCIALMEDIA,1.0
5162.0,DATASILVER,1.0
14065.0,DATACALL,1.0
8527.0,DATACALL,1.0
16904.0,SOCIALMEDIA,1.0
10993.0,DATAGOLD,1.0
14370.0,SOCIALMEDIAGOLD,0.0
11371.0,DATASILVER,1.0
9164.0,DATASILVER,1.0
13250.0,SOCIALMEDIA,1.0
12477.0,SOCIALMEDIAGOLD,0.0
14157.0,SOCIALMEDIA,1.0
9405.0,SOCIALMEDIA,1.0
16181.0,DATASILVER,0.0
19000.0,SOCIALMEDIAGOLD,1.0
11640.0,SOCIALMEDIA,0.0
2790.0,DATAGOLD,1.0
11927.0,DATACALL,1.0
7725.0,SOCIALMEDIA,1.0
15261.0,DATASILVER,1.0
12296.0,DATACALL,1.0
16100.0,DATACALL,1.0
8874.0,DATAGOLD,1.0
13866.0,SOCIALMEDIA,1.0
5455.0,SOCIALMEDIA,1.0
19401.0,DATACALL,1.0
9084.0,DATAGOLD,1.0
10997.0,SOCIALMEDIAGOLD,1.0
6164.0,DATASILVER,0.0
19221.0,SOCIALMEDIA,1.0
11329.0,DATASILVER,0.0
6689.0,SOCIALMEDIA,1.0
13591.0,DATACALL,1.0
16135.0,DATASILVER,0.0
